1; matematica; Domanda 1; A; B; C; D; 1
2; italiano; Domanda 29; E; F; C; D; 1
2; italiano; Domanda 30; E; F; C; D; 2
2; italiano; Domanda 31; E; F; C; D; 3
2; italiano; Domanda 32; E; F; C; D; 4
2; italiano; Domanda 33; E; F; C; D; 1
2; italiano; Domanda 34; E; F; C; D; 2
2; italiano; Domanda 35; E; F; C; D; 3
2; italiano; Domanda 36; E; F; C; D; 4
2; italiano; Domanda 37; E; F; C; D; 1
2; italiano; Domanda 38; E; F; C; D; 2
2; italiano; Domanda 39; E; F; C; D; 3
2; italiano; Domanda 40; E; F; C; D; 4
2; italiano; Domanda 41; E; F; C; D; 1
2; italiano; Domanda 42; E; F; C; D; 2
2; italiano; Domanda 43; E; F; C; D; 3
2; italiano; Domanda 44; E; F; C; D; 4
2; italiano; Domanda 45; E; F; C; D; 1
2; italiano; Domanda 46; E; F; C; D; 2
2; italiano; Domanda 47; E; F; C; D; 3
2; italiano; Domanda 48; E; F; C; D; 4
2; italiano; Domanda 49; E; F; C; D; 1
2; italiano; Domanda 50; E; F; C; D; 2
2; italiano; Domanda 51; E; F; C; D; 3
2; italiano; Domanda 52; E; F; C; D; 4
2; italiano; Domanda 53; E; F; C; D; 1
2; italiano; Domanda 54; E; F; C; D; 2
2; italiano; Domanda 55; E; F; C; D; 3
2; italiano; Domanda 56; E; F; C; D; 4
2; italiano; Domanda 57; E; F; C; D; 1
2; italiano; Domanda 58; E; F; C; D; 2
2; italiano; Domanda 59; E; F; C; D; 3
2; italiano; Domanda 60; E; F; C; D; 4
2; italiano; Domanda 61; E; F; C; D; 1
2; italiano; Domanda 62; E; F; C; D; 2
2; italiano; Domanda 63; E; F; C; D; 3
2; italiano; Domanda 64; E; F; C; D; 4
2; italiano; Domanda 65; E; F; C; D; 1
2; italiano; Domanda 66; E; F; C; D; 2
2; italiano; Domanda 67; E; F; C; D; 3
2; italiano; Domanda 68; E; F; C; D; 4
2; italiano; Domanda 69; E; F; C; D; 1
2; italiano; Domanda 70; E; F; C; D; 2
2; italiano; Domanda 71; E; F; C; D; 3
2; italiano; Domanda 72; E; F; C; D; 4
2; italiano; Domanda 73; E; F; C; D; 1
2; italiano; Domanda 74; E; F; C; D; 2
2; italiano; Domanda 75; E; F; C; D; 3
2; italiano; Domanda 76; E; F; C; D; 4
2; italiano; Domanda 77; E; F; C; D; 1
2; italiano; Domanda 78; E; F; C; D; 2
2; italiano; Domanda 79; E; F; C; D; 3
2; italiano; Domanda 80; E; F; C; D; 4
2; italiano; Domanda 81; E; F; C; D; 1
2; italiano; Domanda 82; E; F; C; D; 2
2; italiano; Domanda 83; E; F; C; D; 3
2; italiano; Domanda 84; E; F; C; D; 4
2; italiano; Domanda 85; E; F; C; D; 1
2; italiano; Domanda 86; E; F; C; D; 2
2; italiano; Domanda 87; E; F; C; D; 3
2; italiano; Domanda 88; E; F; C; D; 4
2; italiano; Domanda 89; E; F; C; D; 1
2; italiano; Domanda 90; E; F; C; D; 2
2; italiano; Domanda 91; E; F; C; D; 3
2; italiano; Domanda 92; E; F; C; D; 4
2; italiano; Domanda 93; E; F; C; D; 1
2; italiano; Domanda 94; E; F; C; D; 2
2; italiano; Domanda 95; E; F; C; D; 3
2; italiano; Domanda 96; E; F; C; D; 4
2; italiano; Domanda 97; E; F; C; D; 1
2; italiano; Domanda 98; E; F; C; D; 2
2; italiano; Domanda 99; E; F; C; D; 3
2; italiano; Domanda 100; E; F; C; D; 4
2; italiano; Domanda 101; E; F; C; D; 1
2; italiano; Domanda 102; E; F; C; D; 2
2; italiano; Domanda 103; E; F; C; D; 3
2; italiano; Domanda 104; E; F; C; D; 4
2; italiano; Domanda 105; E; F; C; D; 1
2; italiano; Domanda 106; E; F; C; D; 2
2; italiano; Domanda 107; E; F; C; D; 3
2; italiano; Domanda 108; E; F; C; D; 4
2; italiano; Domanda 109; E; F; C; D; 1
2; italiano; Domanda 110; E; F; C; D; 2
2; italiano; Domanda 111; E; F; C; D; 3
2; italiano; Domanda 112; E; F; C; D; 4
2; italiano; Domanda 113; E; F; C; D; 1
2; italiano; Domanda 114; E; F; C; D; 2
2; italiano; Domanda 115; E; F; C; D; 3
2; italiano; Domanda 116; E; F; C; D; 4
2; italiano; Domanda 117; E; F; C; D; 1
2; italiano; Domanda 118; E; F; C; D; 2
2; italiano; Domanda 119; E; F; C; D; 3
2; italiano; Domanda 120; E; F; C; D; 4
2; italiano; Domanda 121; E; F; C; D; 1
2; italiano; Domanda 122; E; F; C; D; 2
2; italiano; Domanda 123; E; F; C; D; 3
2; italiano; Domanda 124; E; F; C; D; 4
2; italiano; Domanda 125; E; F; C; D; 1
2; italiano; Domanda 126; E; F; C; D; 2
2; italiano; Domanda 127; E; F; C; D; 3
2; italiano; Domanda 128; E; F; C; D; 4
2; italiano; Domanda 129; E; F; C; D; 1
2; italiano; Domanda 130; E; F; C; D; 2
2; italiano; Domanda 131; E; F; C; D; 3
2; italiano; Domanda 132; E; F; C; D; 4
2; italiano; Domanda 133; E; F; C; D; 1
2; italiano; Domanda 134; E; F; C; D; 2
2; italiano; Domanda 135; E; F; C; D; 3
2; italiano; Domanda 136; E; F; C; D; 4
2; italiano; Domanda 137; E; F; C; D; 1
2; italiano; Domanda 138; E; F; C; D; 2
2; italiano; Domanda 139; E; F; C; D; 3
2; italiano; Domanda 140; E; F; C; D; 4
2; italiano; Domanda 141; E; F; C; D; 1
2; italiano; Domanda 142; E; F; C; D; 2
2; italiano; Domanda 143; E; F; C; D; 3
2; italiano; Domanda 144; E; F; C; D; 4
2; italiano; Domanda 145; E; F; C; D; 1
2; italiano; Domanda 146; E; F; C; D; 2
2; italiano; Domanda 147; E; F; C; D; 3
2; italiano; Domanda 148; E; F; C; D; 4
2; italiano; Domanda 149; E; F; C; D; 1
2; italiano; Domanda 150; E; F; C; D; 2
2; italiano; Domanda 151; E; F; C; D; 3
2; italiano; Domanda 152; E; F; C; D; 4
2; italiano; Domanda 153; E; F; C; D; 1
2; italiano; Domanda 154; E; F; C; D; 2
2; italiano; Domanda 155; E; F; C; D; 3
2; italiano; Domanda 156; E; F; C; D; 4
2; italiano; Domanda 157; E; F; C; D; 1
2; italiano; Domanda 158; E; F; C; D; 2
2; italiano; Domanda 159; E; F; C; D; 3
2; italiano; Domanda 160; E; F; C; D; 4
2; italiano; Domanda 161; E; F; C; D; 1
2; italiano; Domanda 162; E; F; C; D; 2
2; italiano; Domanda 163; E; F; C; D; 3
2; italiano; Domanda 164; E; F; C; D; 4
2; italiano; Domanda 165; E; F; C; D; 1
2; italiano; Domanda 166; E; F; C; D; 2
2; italiano; Domanda 167; E; F; C; D; 3
2; italiano; Domanda 168; E; F; C; D; 4
2; italiano; Domanda 169; E; F; C; D; 1
2; italiano; Domanda 170; E; F; C; D; 2
2; italiano; Domanda 171; E; F; C; D; 3
2; italiano; Domanda 172; E; F; C; D; 4
2; italiano; Domanda 173; E; F; C; D; 1
2; italiano; Domanda 174; E; F; C; D; 2
2; italiano; Domanda 175; E; F; C; D; 3
2; italiano; Domanda 176; E; F; C; D; 4
2; italiano; Domanda 177; E; F; C; D; 1
2; italiano; Domanda 178; E; F; C; D; 2
2; italiano; Domanda 179; E; F; C; D; 3
2; italiano; Domanda 180; E; F; C; D; 4
2; italiano; Domanda 181; E; F; C; D; 1
2; italiano; Domanda 182; E; F; C; D; 2
2; italiano; Domanda 183; E; F; C; D; 3
2; italiano; Domanda 184; E; F; C; D; 4
2; italiano; Domanda 185; E; F; C; D; 1
2; italiano; Domanda 186; E; F; C; D; 2
2; italiano; Domanda 187; E; F; C; D; 3
2; italiano; Domanda 188; E; F; C; D; 4
2; italiano; Domanda 189; E; F; C; D; 1
2; italiano; Domanda 190; E; F; C; D; 2
2; italiano; Domanda 191; E; F; C; D; 3
2; italiano; Domanda 192; E; F; C; D; 4
2; italiano; Domanda 193; E; F; C; D; 1
2; italiano; Domanda 194; E; F; C; D; 2
2; italiano; Domanda 195; E; F; C; D; 3
2; italiano; Domanda 196; E; F; C; D; 4
2; italiano; Domanda 197; E; F; C; D; 1
2; italiano; Domanda 198; E; F; C; D; 2
2; italiano; Domanda 199; E; F; C; D; 3
2; italiano; Domanda 200; E; F; C; D; 4
2; italiano; Domanda 201; E; F; C; D; 1
2; italiano; Domanda 202; E; F; C; D; 2
2; italiano; Domanda 203; E; F; C; D; 3
2; italiano; Domanda 204; E; F; C; D; 4
2; italiano; Domanda 205; E; F; C; D; 1
2; italiano; Domanda 206; E; F; C; D; 2
2; italiano; Domanda 207; E; F; C; D; 3
2; italiano; Domanda 208; E; F; C; D; 4
2; italiano; Domanda 209; E; F; C; D; 1
2; italiano; Domanda 210; E; F; C; D; 2
2; italiano; Domanda 211; E; F; C; D; 3
2; italiano; Domanda 212; E; F; C; D; 4
2; italiano; Domanda 213; E; F; C; D; 1
2; italiano; Domanda 214; E; F; C; D; 2
2; italiano; Domanda 215; E; F; C; D; 3
2; italiano; Domanda 216; E; F; C; D; 4
2; italiano; Domanda 217; E; F; C; D; 1
2; italiano; Domanda 218; E; F; C; D; 2
2; italiano; Domanda 219; E; F; C; D; 3
2; italiano; Domanda 220; E; F; C; D; 4
2; italiano; Domanda 221; E; F; C; D; 1
2; italiano; Domanda 222; E; F; C; D; 2
2; italiano; Domanda 223; E; F; C; D; 3
2; italiano; Domanda 224; E; F; C; D; 4
2; italiano; Domanda 225; E; F; C; D; 1
2; italiano; Domanda 226; E; F; C; D; 2
2; italiano; Domanda 227; E; F; C; D; 3
2; italiano; Domanda 228; E; F; C; D; 4
2; italiano; Domanda 229; E; F; C; D; 1
2; italiano; Domanda 230; E; F; C; D; 2
2; italiano; Domanda 231; E; F; C; D; 3
2; italiano; Domanda 232; E; F; C; D; 4
2; italiano; Domanda 233; E; F; C; D; 1
2; italiano; Domanda 234; E; F; C; D; 2
2; italiano; Domanda 235; E; F; C; D; 3
2; italiano; Domanda 236; E; F; C; D; 4
2; italiano; Domanda 237; E; F; C; D; 1
2; italiano; Domanda 238; E; F; C; D; 2
2; italiano; Domanda 239; E; F; C; D; 3
2; italiano; Domanda 240; E; F; C; D; 4
2; italiano; Domanda 241; E; F; C; D; 1
2; italiano; Domanda 242; E; F; C; D; 2
2; italiano; Domanda 243; E; F; C; D; 3
2; italiano; Domanda 244; E; F; C; D; 4
2; italiano; Domanda 245; E; F; C; D; 1
2; italiano; Domanda 246; E; F; C; D; 2
2; italiano; Domanda 247; E; F; C; D; 3
2; italiano; Domanda 248; E; F; C; D; 4
2; italiano; Domanda 249; E; F; C; D; 1
2; italiano; Domanda 250; E; F; C; D; 2
2; italiano; Domanda 251; E; F; C; D; 3
2; italiano; Domanda 252; E; F; C; D; 4
2; italiano; Domanda 253; E; F; C; D; 1
2; italiano; Domanda 254; E; F; C; D; 2
2; italiano; Domanda 255; E; F; C; D; 3
2; italiano; Domanda 256; E; F; C; D; 4
2; italiano; Domanda 257; E; F; C; D; 1
2; italiano; Domanda 258; E; F; C; D; 2
2; italiano; Domanda 259; E; F; C; D; 3
2; italiano; Domanda 260; E; F; C; D; 4
2; italiano; Domanda 261; E; F; C; D; 1
2; italiano; Domanda 262; E; F; C; D; 2
2; italiano; Domanda 263; E; F; C; D; 3
2; italiano; Domanda 264; E; F; C; D; 4
2; italiano; Domanda 265; E; F; C; D; 1
2; italiano; Domanda 266; E; F; C; D; 2
2; italiano; Domanda 267; E; F; C; D; 3
2; italiano; Domanda 268; E; F; C; D; 4
2; italiano; Domanda 269; E; F; C; D; 1
2; italiano; Domanda 270; E; F; C; D; 2
2; italiano; Domanda 271; E; F; C; D; 3
2; italiano; Domanda 272; E; F; C; D; 4
2; italiano; Domanda 273; E; F; C; D; 1
2; italiano; Domanda 274; E; F; C; D; 2
2; italiano; Domanda 275; E; F; C; D; 3
2; italiano; Domanda 276; E; F; C; D; 4
2; italiano; Domanda 277; E; F; C; D; 1
2; italiano; Domanda 278; E; F; C; D; 2
2; italiano; Domanda 279; E; F; C; D; 3
2; italiano; Domanda 280; E; F; C; D; 4
2; italiano; Domanda 281; E; F; C; D; 1
2; italiano; Domanda 282; E; F; C; D; 2
2; italiano; Domanda 283; E; F; C; D; 3
2; italiano; Domanda 284; E; F; C; D; 4
2; italiano; Domanda 285; E; F; C; D; 1
2; italiano; Domanda 286; E; F; C; D; 2
2; italiano; Domanda 287; E; F; C; D; 3
2; italiano; Domanda 288; E; F; C; D; 4
2; italiano; Domanda 289; E; F; C; D; 1
2; italiano; Domanda 290; E; F; C; D; 2
2; italiano; Domanda 291; E; F; C; D; 3
2; italiano; Domanda 292; E; F; C; D; 4
2; italiano; Domanda 293; E; F; C; D; 1
2; italiano; Domanda 294; E; F; C; D; 2
2; italiano; Domanda 295; E; F; C; D; 3
2; italiano; Domanda 296; E; F; C; D; 4
2; italiano; Domanda 297; E; F; C; D; 1
2; italiano; Domanda 298; E; F; C; D; 2
2; italiano; Domanda 299; E; F; C; D; 3
2; italiano; Domanda 300; E; F; C; D; 4
2; italiano; Domanda 301; E; F; C; D; 1
2; italiano; Domanda 302; E; F; C; D; 2
2; italiano; Domanda 303; E; F; C; D; 3
2; italiano; Domanda 304; E; F; C; D; 4
2; italiano; Domanda 305; E; F; C; D; 1
2; italiano; Domanda 306; E; F; C; D; 2
2; italiano; Domanda 307; E; F; C; D; 3
2; italiano; Domanda 308; E; F; C; D; 4
2; italiano; Domanda 309; E; F; C; D; 1
2; italiano; Domanda 310; E; F; C; D; 2
2; italiano; Domanda 311; E; F; C; D; 3
2; italiano; Domanda 312; E; F; C; D; 4
2; italiano; Domanda 313; E; F; C; D; 1
2; italiano; Domanda 314; E; F; C; D; 2
2; italiano; Domanda 315; E; F; C; D; 3
2; italiano; Domanda 316; E; F; C; D; 4
2; italiano; Domanda 317; E; F; C; D; 1
2; italiano; Domanda 318; E; F; C; D; 2
2; italiano; Domanda 319; E; F; C; D; 3
2; italiano; Domanda 320; E; F; C; D; 4
2; italiano; Domanda 321; E; F; C; D; 1
2; italiano; Domanda 322; E; F; C; D; 2
2; italiano; Domanda 323; E; F; C; D; 3
2; italiano; Domanda 324; E; F; C; D; 4
2; italiano; Domanda 325; E; F; C; D; 1
2; italiano; Domanda 326; E; F; C; D; 2
2; italiano; Domanda 327; E; F; C; D; 3
2; italiano; Domanda 328; E; F; C; D; 4
2; italiano; Domanda 329; E; F; C; D; 1
2; italiano; Domanda 330; E; F; C; D; 2
2; italiano; Domanda 331; E; F; C; D; 3
2; italiano; Domanda 332; E; F; C; D; 4
2; italiano; Domanda 333; E; F; C; D; 1
2; italiano; Domanda 334; E; F; C; D; 2
2; italiano; Domanda 335; E; F; C; D; 3
2; italiano; Domanda 336; E; F; C; D; 4
2; italiano; Domanda 337; E; F; C; D; 1
2; italiano; Domanda 338; E; F; C; D; 2
2; italiano; Domanda 339; E; F; C; D; 3
2; italiano; Domanda 340; E; F; C; D; 4
2; italiano; Domanda 341; E; F; C; D; 1
2; italiano; Domanda 342; E; F; C; D; 2
2; italiano; Domanda 343; E; F; C; D; 3
2; italiano; Domanda 344; E; F; C; D; 4
2; italiano; Domanda 345; E; F; C; D; 1
2; italiano; Domanda 346; E; F; C; D; 2
2; italiano; Domanda 347; E; F; C; D; 3
2; italiano; Domanda 348; E; F; C; D; 4
2; italiano; Domanda 349; E; F; C; D; 1
2; italiano; Domanda 350; E; F; C; D; 2
2; italiano; Domanda 351; E; F; C; D; 3
2; italiano; Domanda 352; E; F; C; D; 4
2; italiano; Domanda 353; E; F; C; D; 1
2; italiano; Domanda 354; E; F; C; D; 2
2; italiano; Domanda 355; E; F; C; D; 3
2; italiano; Domanda 356; E; F; C; D; 4
2; italiano; Domanda 357; E; F; C; D; 1
2; italiano; Domanda 358; E; F; C; D; 2
2; italiano; Domanda 359; E; F; C; D; 3
2; italiano; Domanda 360; E; F; C; D; 4
2; italiano; Domanda 361; E; F; C; D; 1
2; italiano; Domanda 362; E; F; C; D; 2
2; italiano; Domanda 363; E; F; C; D; 3
2; italiano; Domanda 364; E; F; C; D; 4
2; italiano; Domanda 365; E; F; C; D; 1
2; italiano; Domanda 366; E; F; C; D; 2
2; italiano; Domanda 367; E; F; C; D; 3
2; italiano; Domanda 368; E; F; C; D; 4
2; italiano; Domanda 369; E; F; C; D; 1
2; italiano; Domanda 370; E; F; C; D; 2
2; italiano; Domanda 371; E; F; C; D; 3
2; italiano; Domanda 372; E; F; C; D; 4
2; italiano; Domanda 373; E; F; C; D; 1
2; italiano; Domanda 374; E; F; C; D; 2
2; italiano; Domanda 375; E; F; C; D; 3
2; italiano; Domanda 376; E; F; C; D; 4
2; italiano; Domanda 377; E; F; C; D; 1
2; italiano; Domanda 378; E; F; C; D; 2
2; italiano; Domanda 379; E; F; C; D; 3
2; italiano; Domanda 380; E; F; C; D; 4
2; italiano; Domanda 381; E; F; C; D; 1
2; italiano; Domanda 382; E; F; C; D; 2
2; italiano; Domanda 383; E; F; C; D; 3
2; italiano; Domanda 384; E; F; C; D; 4
2; italiano; Domanda 385; E; F; C; D; 1
2; italiano; Domanda 386; E; F; C; D; 2
2; italiano; Domanda 387; E; F; C; D; 3
2; italiano; Domanda 388; E; F; C; D; 4
2; italiano; Domanda 389; E; F; C; D; 1
2; italiano; Domanda 390; E; F; C; D; 2
2; italiano; Domanda 391; E; F; C; D; 3
2; italiano; Domanda 392; E; F; C; D; 4
2; italiano; Domanda 393; E; F; C; D; 1
2; italiano; Domanda 394; E; F; C; D; 2
2; italiano; Domanda 395; E; F; C; D; 3
2; italiano; Domanda 396; E; F; C; D; 4
2; italiano; Domanda 397; E; F; C; D; 1
2; italiano; Domanda 398; E; F; C; D; 2
2; italiano; Domanda 399; E; F; C; D; 3
2; italiano; Domanda 400; E; F; C; D; 4
2; italiano; Domanda 401; E; F; C; D; 1
2; italiano; Domanda 402; E; F; C; D; 2
2; italiano; Domanda 403; E; F; C; D; 3
2; italiano; Domanda 404; E; F; C; D; 4
2; italiano; Domanda 405; E; F; C; D; 1
2; italiano; Domanda 406; E; F; C; D; 2
2; italiano; Domanda 407; E; F; C; D; 3
2; italiano; Domanda 408; E; F; C; D; 4
2; italiano; Domanda 409; E; F; C; D; 1
2; italiano; Domanda 410; E; F; C; D; 2
2; italiano; Domanda 411; E; F; C; D; 3
2; italiano; Domanda 412; E; F; C; D; 4
2; italiano; Domanda 413; E; F; C; D; 1
2; italiano; Domanda 414; E; F; C; D; 2
2; italiano; Domanda 415; E; F; C; D; 3
2; italiano; Domanda 416; E; F; C; D; 4
2; italiano; Domanda 417; E; F; C; D; 1
2; italiano; Domanda 418; E; F; C; D; 2
2; italiano; Domanda 419; E; F; C; D; 3
2; italiano; Domanda 420; E; F; C; D; 4
2; italiano; Domanda 421; E; F; C; D; 1
2; italiano; Domanda 422; E; F; C; D; 2
2; italiano; Domanda 423; E; F; C; D; 3
2; italiano; Domanda 424; E; F; C; D; 4
2; italiano; Domanda 425; E; F; C; D; 1
2; italiano; Domanda 426; E; F; C; D; 2
2; italiano; Domanda 427; E; F; C; D; 3
2; italiano; Domanda 428; E; F; C; D; 4
2; italiano; Domanda 429; E; F; C; D; 1
2; italiano; Domanda 430; E; F; C; D; 2
2; italiano; Domanda 431; E; F; C; D; 3
2; italiano; Domanda 432; E; F; C; D; 4
2; italiano; Domanda 433; E; F; C; D; 1
2; italiano; Domanda 434; E; F; C; D; 2
2; italiano; Domanda 435; E; F; C; D; 3
2; italiano; Domanda 436; E; F; C; D; 4
2; italiano; Domanda 437; E; F; C; D; 1
2; italiano; Domanda 438; E; F; C; D; 2
2; italiano; Domanda 439; E; F; C; D; 3
2; italiano; Domanda 440; E; F; C; D; 4
2; italiano; Domanda 441; E; F; C; D; 1
2; italiano; Domanda 442; E; F; C; D; 2
2; italiano; Domanda 443; E; F; C; D; 3
2; italiano; Domanda 444; E; F; C; D; 4
2; italiano; Domanda 445; E; F; C; D; 1
2; italiano; Domanda 446; E; F; C; D; 2
2; italiano; Domanda 447; E; F; C; D; 3
2; italiano; Domanda 448; E; F; C; D; 4
2; italiano; Domanda 449; E; F; C; D; 1
2; italiano; Domanda 450; E; F; C; D; 2
2; italiano; Domanda 451; E; F; C; D; 3
2; italiano; Domanda 452; E; F; C; D; 4
2; italiano; Domanda 453; E; F; C; D; 1
2; italiano; Domanda 454; E; F; C; D; 2
2; italiano; Domanda 455; E; F; C; D; 3
2; italiano; Domanda 456; E; F; C; D; 4
2; italiano; Domanda 457; E; F; C; D; 1
2; italiano; Domanda 458; E; F; C; D; 2
2; italiano; Domanda 459; E; F; C; D; 3
2; italiano; Domanda 460; E; F; C; D; 4
2; italiano; Domanda 461; E; F; C; D; 1
2; italiano; Domanda 462; E; F; C; D; 2
2; italiano; Domanda 463; E; F; C; D; 3
2; italiano; Domanda 464; E; F; C; D; 4
2; italiano; Domanda 465; E; F; C; D; 1
2; italiano; Domanda 466; E; F; C; D; 2
2; italiano; Domanda 467; E; F; C; D; 3
2; italiano; Domanda 468; E; F; C; D; 4
2; italiano; Domanda 469; E; F; C; D; 1
2; italiano; Domanda 470; E; F; C; D; 2
2; italiano; Domanda 471; E; F; C; D; 3
2; italiano; Domanda 472; E; F; C; D; 4
2; italiano; Domanda 473; E; F; C; D; 1
2; italiano; Domanda 474; E; F; C; D; 2
2; italiano; Domanda 475; E; F; C; D; 3
2; italiano; Domanda 476; E; F; C; D; 4
2; italiano; Domanda 477; E; F; C; D; 1
2; italiano; Domanda 478; E; F; C; D; 2
2; italiano; Domanda 479; E; F; C; D; 3
2; italiano; Domanda 480; E; F; C; D; 4
2; italiano; Domanda 481; E; F; C; D; 1
2; italiano; Domanda 482; E; F; C; D; 2
2; italiano; Domanda 483; E; F; C; D; 3
2; italiano; Domanda 484; E; F; C; D; 4
2; italiano; Domanda 485; E; F; C; D; 1
2; italiano; Domanda 486; E; F; C; D; 2
2; italiano; Domanda 487; E; F; C; D; 3
2; italiano; Domanda 488; E; F; C; D; 4
2; italiano; Domanda 489; E; F; C; D; 1
2; italiano; Domanda 490; E; F; C; D; 2
2; italiano; Domanda 491; E; F; C; D; 3
2; italiano; Domanda 492; E; F; C; D; 4
2; italiano; Domanda 493; E; F; C; D; 1
2; italiano; Domanda 494; E; F; C; D; 2
2; italiano; Domanda 495; E; F; C; D; 3
2; italiano; Domanda 496; E; F; C; D; 4
2; italiano; Domanda 497; E; F; C; D; 1
2; italiano; Domanda 498; E; F; C; D; 2
2; italiano; Domanda 499; E; F; C; D; 3
2; italiano; Domanda 500; E; F; C; D; 4
2; italiano; Domanda 501; E; F; C; D; 1
2; italiano; Domanda 502; E; F; C; D; 2
2; italiano; Domanda 503; E; F; C; D; 3
2; italiano; Domanda 504; E; F; C; D; 4
2; italiano; Domanda 505; E; F; C; D; 1
2; italiano; Domanda 506; E; F; C; D; 2
2; italiano; Domanda 507; E; F; C; D; 3
2; italiano; Domanda 508; E; F; C; D; 4
2; italiano; Domanda 509; E; F; C; D; 1
2; italiano; Domanda 510; E; F; C; D; 2
2; italiano; Domanda 511; E; F; C; D; 3
2; italiano; Domanda 512; E; F; C; D; 4
2; italiano; Domanda 513; E; F; C; D; 1
2; italiano; Domanda 514; E; F; C; D; 2
2; italiano; Domanda 515; E; F; C; D; 3
2; italiano; Domanda 516; E; F; C; D; 4
2; italiano; Domanda 517; E; F; C; D; 1
2; italiano; Domanda 518; E; F; C; D; 2
2; italiano; Domanda 519; E; F; C; D; 3
2; italiano; Domanda 520; E; F; C; D; 4
2; italiano; Domanda 521; E; F; C; D; 1
2; italiano; Domanda 522; E; F; C; D; 2
2; italiano; Domanda 523; E; F; C; D; 3
2; italiano; Domanda 524; E; F; C; D; 4
2; italiano; Domanda 525; E; F; C; D; 1
2; italiano; Domanda 526; E; F; C; D; 2
2; italiano; Domanda 527; E; F; C; D; 3
2; italiano; Domanda 528; E; F; C; D; 4
2; italiano; Domanda 529; E; F; C; D; 1
2; italiano; Domanda 530; E; F; C; D; 2
2; italiano; Domanda 531; E; F; C; D; 3
2; italiano; Domanda 532; E; F; C; D; 4
2; italiano; Domanda 533; E; F; C; D; 1
2; italiano; Domanda 534; E; F; C; D; 2
2; italiano; Domanda 535; E; F; C; D; 3
2; italiano; Domanda 536; E; F; C; D; 4
2; italiano; Domanda 537; E; F; C; D; 1
2; italiano; Domanda 538; E; F; C; D; 2
2; italiano; Domanda 539; E; F; C; D; 3
2; italiano; Domanda 540; E; F; C; D; 4
2; italiano; Domanda 541; E; F; C; D; 1
2; italiano; Domanda 542; E; F; C; D; 2
2; italiano; Domanda 543; E; F; C; D; 3
2; italiano; Domanda 544; E; F; C; D; 4
2; italiano; Domanda 545; E; F; C; D; 1
2; italiano; Domanda 546; E; F; C; D; 2
2; italiano; Domanda 547; E; F; C; D; 3
2; italiano; Domanda 548; E; F; C; D; 4
2; italiano; Domanda 549; E; F; C; D; 1
2; italiano; Domanda 550; E; F; C; D; 2
2; italiano; Domanda 551; E; F; C; D; 3
2; italiano; Domanda 552; E; F; C; D; 4
2; italiano; Domanda 553; E; F; C; D; 1
2; italiano; Domanda 554; E; F; C; D; 2
2; italiano; Domanda 555; E; F; C; D; 3
2; italiano; Domanda 556; E; F; C; D; 4
2; italiano; Domanda 557; E; F; C; D; 1
2; italiano; Domanda 558; E; F; C; D; 2
2; italiano; Domanda 559; E; F; C; D; 3
2; italiano; Domanda 560; E; F; C; D; 4
2; italiano; Domanda 561; E; F; C; D; 1
2; italiano; Domanda 562; E; F; C; D; 2
2; italiano; Domanda 563; E; F; C; D; 3
2; italiano; Domanda 564; E; F; C; D; 4
2; italiano; Domanda 565; E; F; C; D; 1
2; italiano; Domanda 566; E; F; C; D; 2
2; italiano; Domanda 567; E; F; C; D; 3
2; italiano; Domanda 568; E; F; C; D; 4
2; italiano; Domanda 569; E; F; C; D; 1
2; italiano; Domanda 570; E; F; C; D; 2
2; italiano; Domanda 571; E; F; C; D; 3
2; italiano; Domanda 572; E; F; C; D; 4
2; italiano; Domanda 573; E; F; C; D; 1
2; italiano; Domanda 574; E; F; C; D; 2
2; italiano; Domanda 575; E; F; C; D; 3
2; italiano; Domanda 576; E; F; C; D; 4
2; italiano; Domanda 577; E; F; C; D; 1
2; italiano; Domanda 578; E; F; C; D; 2
2; italiano; Domanda 579; E; F; C; D; 3
2; italiano; Domanda 580; E; F; C; D; 4
2; italiano; Domanda 581; E; F; C; D; 1
2; italiano; Domanda 582; E; F; C; D; 2
2; italiano; Domanda 583; E; F; C; D; 3
2; italiano; Domanda 584; E; F; C; D; 4
2; italiano; Domanda 585; E; F; C; D; 1
2; italiano; Domanda 586; E; F; C; D; 2
2; italiano; Domanda 587; E; F; C; D; 3
2; italiano; Domanda 588; E; F; C; D; 4
2; italiano; Domanda 589; E; F; C; D; 1
2; italiano; Domanda 590; E; F; C; D; 2
2; italiano; Domanda 591; E; F; C; D; 3
2; italiano; Domanda 592; E; F; C; D; 4
2; italiano; Domanda 593; E; F; C; D; 1
2; italiano; Domanda 594; E; F; C; D; 2
2; italiano; Domanda 595; E; F; C; D; 3
2; italiano; Domanda 596; E; F; C; D; 4
2; italiano; Domanda 597; E; F; C; D; 1
2; italiano; Domanda 598; E; F; C; D; 2
2; italiano; Domanda 599; E; F; C; D; 3
2; italiano; Domanda 600; E; F; C; D; 4
2; italiano; Domanda 601; E; F; C; D; 1
2; italiano; Domanda 602; E; F; C; D; 2
2; italiano; Domanda 603; E; F; C; D; 3
2; italiano; Domanda 604; E; F; C; D; 4
2; italiano; Domanda 605; E; F; C; D; 1
2; italiano; Domanda 606; E; F; C; D; 2
2; italiano; Domanda 607; E; F; C; D; 3
2; italiano; Domanda 608; E; F; C; D; 4
2; italiano; Domanda 609; E; F; C; D; 1
2; italiano; Domanda 610; E; F; C; D; 2
